(28.312, 82.9616)
(28.0, 82.4)
(27.687, 81.8366)
(27.375, 81.275)
(27.062, 80.7116)
(26.812, 80.2616)
(26.562, 79.8116)
(26.312, 79.36160000000001)
(26.062, 78.9116)
(25.875, 78.575)
(25.687, 78.23660000000001)
(25.5, 77.9)
(25.375, 77.675)
(25.187, 77.3366)
(25.062, 77.11160000000001)
(24.937, 76.8866)
(24.812, 76.6616)
(24.75, 76.55)
(24.625, 76.325)
(24.562, 76.2116)
(24.437, 75.98660000000001)
(24.375, 75.875)
(24.312, 75.7616)
(24.187, 75.5366)
(24.125, 75.425)
(24.062, 75.3116)
(24.0, 75.2)
(23.937, 75.0866)
(23.875, 74.975)
(23.875, 74.975)
(23.812, 74.86160000000001)
(23.75, 74.75)
(23.75, 74.75)
(23.687, 74.6366)
(23.625, 74.525)
(23.625, 74.525)
(23.562, 74.4116)
(23.5, 74.3)
(23.5, 74.3)
(23.437, 74.1866)
(23.437, 74.1866)
(23.375, 74.075)
(23.375, 74.075)
(23.312, 73.9616)
(23.312, 73.9616)
(23.312, 73.9616)
(23.25, 73.85)
(23.25, 73.85)
(23.187, 73.73660000000001)
(23.187, 73.73660000000001)
(23.187, 73.73660000000001)
(23.187, 73.73660000000001)
(23.125, 73.625)
(23.125, 73.625)
(23.062, 73.5116)
(23.062, 73.5116)
(23.062, 73.5116)
(23.062, 73.5116)
(23.062, 73.5116)
(23.062, 73.5116)
(23.0, 73.4)
(23.0, 73.4)
(23.0, 73.4)
(23.0, 73.4)
(23.0, 73.4)
(23.0, 73.4)
(23.0, 73.4)
(22.937, 73.2866)
(22.937, 73.2866)
(22.937, 73.2866)
(22.937, 73.2866)
(22.937, 73.2866)
(22.937, 73.2866)
(22.937, 73.2866)
(22.875, 73.175)
(22.875, 73.175)
(22.937, 73.2866)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.812, 73.0616)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.812, 73.0616)
(22.812, 73.0616)
(22.812, 73.0616)
(22.875, 73.175)
(22.875, 73.175)
(22.812, 73.0616)
(22.875, 73.175)
(22.875, 73.175)
(22.812, 73.0616)
(22.875, 73.175)
(22.812, 73.0616)
(22.875, 73.175)
(22.875, 73.175)
(22.875, 73.175)
(22.812, 73.0616)
(22.875, 73.175)
(22.812, 73.0616)
(22.875, 73.175)
(22.812, 73.0616)
(22.812, 73.0616)
(22.812, 73.0616)
